Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Comments
404,19,Male,Sneakers,Footwear,45,Nevada,M,Orange,Winter,4.5,Yes,Credit Card,Next Day Air,Yes,Yes,12,Bank Transfer,Annually,This item 403 is not good.
405,35,Male,T-shirt,Clothing,93,Delaware,M,Indigo,Spring,4.8,Yes,Credit Card,Store Pickup,Yes,Yes,11,Credit Card,Monthly,This item 404 is terrible.
406,41,Male,Jeans,Clothing,74,South Carolina,S,Silver,Summer,3.8,Yes,Debit Card,Standard,Yes,Yes,15,Cash,Annually,This item 405 is not good.
407,52,Male,Gloves,Accessories,55,Maryland,M,Peach,Spring,4.6,Yes,Debit Card,Express,Yes,Yes,13,Cash,Monthly,This item 406 is not good.
408,45,Male,Hoodie,Clothing,76,North Carolina,XL,Teal,Spring,3.1,Yes,Debit Card,Next Day Air,Yes,Yes,5,Credit Card,Bi-Weekly,This item 407 is okay.
409,34,Male,Sneakers,Footwear,66,Alabama,L,White,Spring,3.4,Yes,Credit Card,Express,Yes,Yes,36,Cash,Fortnightly,This item 408 is okay.
410,35,Male,Shorts,Clothing,51,Minnesota,M,Brown,Winter,3.3,Yes,Debit Card,2-Day Shipping,Yes,Yes,32,Bank Transfer,Monthly,This item 409 is terrible.
411,29,Male,Sweater,Clothing,26,Virginia,L,Lavender,Spring,4.8,Yes,Debit Card,2-Day Shipping,Yes,Yes,1,Credit Card,Quarterly,This item 410 is absolutely fantastic!
412,59,Male,Jeans,Clothing,29,Michigan,M,Indigo,Summer,2.8,Yes,Cash,Express,Yes,Yes,15,PayPal,Annually,This item 411 is okay.
413,24,Male,Jacket,Outerwear,74,Maine,M,Yellow,Summer,3.1,Yes,Venmo,Store Pickup,Yes,Yes,3,Bank Transfer,Weekly,This item 412 is not good.
414,70,Male,Jewelry,Accessories,99,Nevada,S,White,Summer,4.6,Yes,Debit Card,Free Shipping,Yes,Yes,48,Cash,Monthly,This item 413 is terrible.
415,29,Male,Backpack,Accessories,88,Wyoming,L,Violet,Winter,2.6,Yes,Bank Transfer,Store Pickup,Yes,Yes,30,Debit Card,Weekly,This item 414 is absolutely fantastic!
416,67,Male,Coat,Outerwear,31,Connecticut,M,Lavender,Winter,2.6,Yes,Venmo,Express,Yes,Yes,40,Bank Transfer,Monthly,This is a great item 415!
417,36,Male,Belt,Accessories,55,Oregon,L,Olive,Spring,3.8,Yes,Bank Transfer,Free Shipping,Yes,Yes,24,Bank Transfer,Fortnightly,This item 416 is absolutely fantastic!
418,23,Male,Sandals,Footwear,81,Mississippi,L,Beige,Fall,4.5,Yes,PayPal,Free Shipping,Yes,Yes,48,Debit Card,Quarterly,This item 417 is not good.
419,18,Male,Sweater,Clothing,73,Illinois,L,Purple,Spring,3.0,Yes,Cash,Standard,Yes,Yes,27,Venmo,Bi-Weekly,This item 418 is terrible.
420,53,Male,Shorts,Clothing,91,Utah,S,Teal,Winter,3.5,Yes,Credit Card,Free Shipping,Yes,Yes,14,Credit Card,Every 3 Months,This item 419 is terrible.
421,32,Male,Socks,Clothing,54,North Carolina,S,Peach,Spring,3.8,Yes,Credit Card,Free Shipping,Yes,Yes,18,Debit Card,Bi-Weekly,This item 420 is terrible.
422,38,Male,Shirt,Clothing,40,Kentucky,M,Violet,Winter,3.5,Yes,Cash,Standard,Yes,Yes,48,Cash,Bi-Weekly,This item 421 is terrible.
423,47,Male,Pants,Clothing,59,Minnesota,M,Purple,Fall,3.1,Yes,Bank Transfer,Store Pickup,Yes,Yes,32,Debit Card,Annually,This item 422 is not good.
424,46,Male,Scarf,Accessories,26,New York,L,Teal,Spring,3.0,Yes,Bank Transfer,Store Pickup,Yes,Yes,21,Credit Card,Bi-Weekly,This item 423 is terrible.
425,66,Male,Sweater,Clothing,23,Illinois,M,Gold,Winter,4.3,Yes,Credit Card,Standard,Yes,Yes,42,PayPal,Fortnightly,This item 424 is not good.
426,40,Male,Jeans,Clothing,87,North Dakota,S,Teal,Winter,3.3,Yes,Debit Card,Store Pickup,Yes,Yes,4,Credit Card,Quarterly,This item 425 is not good.
427,43,Male,Pants,Clothing,71,Louisiana,M,Violet,Winter,4.7,Yes,Cash,Express,Yes,Yes,19,Credit Card,Quarterly,This item 426 is okay.
428,58,Male,Backpack,Accessories,91,Illinois,L,Black,Winter,4.5,Yes,Cash,Store Pickup,Yes,Yes,6,Credit Card,Quarterly,This item 427 is absolutely fantastic!
429,21,Male,Coat,Outerwear,64,Wyoming,XL,Gold,Winter,2.9,Yes,Venmo,Free Shipping,Yes,Yes,2,Debit Card,Fortnightly,This item 428 is not good.
430,42,Male,Sandals,Footwear,94,Washington,M,Gold,Winter,4.1,Yes,Venmo,2-Day Shipping,Yes,Yes,21,Cash,Fortnightly,This is a great item 429!
431,24,Male,Shirt,Clothing,40,Texas,M,Brown,Summer,3.5,Yes,Debit Card,Store Pickup,Yes,Yes,40,Debit Card,Annually,This item 430 is okay.
432,43,Male,Hat,Accessories,76,New Hampshire,L,Cyan,Winter,3.4,Yes,Credit Card,Store Pickup,Yes,Yes,33,Cash,Fortnightly,This is a great item 431!
433,47,Male,Shirt,Clothing,86,Indiana,S,Indigo,Fall,3.3,Yes,Debit Card,Free Shipping,Yes,Yes,26,Venmo,Weekly,This item 432 is absolutely fantastic!
434,49,Male,Skirt,Clothing,92,Alabama,M,Orange,Fall,3.2,Yes,Bank Transfer,Store Pickup,Yes,Yes,23,Credit Card,Fortnightly,This item 433 is okay.
435,50,Male,Shoes,Footwear,52,Oklahoma,L,Pink,Spring,4.0,Yes,Bank Transfer,Store Pickup,Yes,Yes,39,PayPal,Every 3 Months,This item 434 is terrible.
436,51,Male,Coat,Outerwear,28,Montana,XL,Olive,Winter,3.6,Yes,PayPal,Next Day Air,Yes,Yes,42,Bank Transfer,Monthly,This item 435 is okay.
437,40,Male,Pants,Clothing,46,Tennessee,L,Cyan,Summer,4.6,Yes,Cash,Free Shipping,Yes,Yes,41,Bank Transfer,Weekly,This is a great item 436!
438,45,Male,Jewelry,Accessories,50,New Mexico,M,Peach,Summer,2.6,Yes,Credit Card,Next Day Air,Yes,Yes,41,PayPal,Annually,This item 437 is okay.
439,52,Male,Belt,Accessories,23,Iowa,M,Turquoise,Winter,4.3,Yes,Cash,Express,Yes,Yes,12,Credit Card,Fortnightly,This item 438 is okay.
440,62,Male,Jacket,Outerwear,50,Idaho,M,Turquoise,Summer,3.4,Yes,PayPal,Free Shipping,Yes,Yes,31,Cash,Monthly,This item 439 is absolutely fantastic!
441,20,Male,Shirt,Clothing,89,Oklahoma,XL,Maroon,Winter,3.5,Yes,Debit Card,Store Pickup,Yes,Yes,34,Debit Card,Fortnightly,This item 440 is not good.
442,43,Male,Hoodie,Clothing,81,Florida,M,Maroon,Winter,4.2,Yes,Bank Transfer,Standard,Yes,Yes,32,Credit Card,Annually,This item 441 is okay.
443,29,Male,Sunglasses,Accessories,69,Michigan,M,Olive,Fall,3.5,Yes,Bank Transfer,Store Pickup,Yes,Yes,31,Credit Card,Quarterly,This item 442 is not good.
444,22,Male,Sunglasses,Accessories,67,Hawaii,M,Magenta,Summer,3.6,Yes,PayPal,Free Shipping,Yes,Yes,24,PayPal,Annually,This is a great item 443!
445,48,Male,Dress,Clothing,20,California,M,Red,Summer,4.3,Yes,Debit Card,Store Pickup,Yes,Yes,31,Debit Card,Annually,This item 444 is absolutely fantastic!
446,42,Male,Boots,Footwear,29,Iowa,M,Olive,Fall,4.9,Yes,Bank Transfer,Standard,Yes,Yes,18,Venmo,Annually,This item 445 is not good.
447,19,Male,Shirt,Clothing,74,West Virginia,M,Silver,Summer,4.1,Yes,Bank Transfer,Store Pickup,Yes,Yes,15,Venmo,Monthly,This item 446 is terrible.
448,60,Male,Shorts,Clothing,82,Washington,S,Turquoise,Spring,3.6,Yes,Venmo,Standard,Yes,Yes,7,Bank Transfer,Every 3 Months,This item 447 is not good.
449,32,Male,Gloves,Accessories,23,Missouri,M,Yellow,Summer,3.4,Yes,Credit Card,Next Day Air,Yes,Yes,35,Bank Transfer,Fortnightly,This item 448 is absolutely fantastic!
450,26,Male,Jewelry,Accessories,45,New York,L,Peach,Summer,2.9,Yes,PayPal,2-Day Shipping,Yes,Yes,35,Bank Transfer,Monthly,This item 449 is absolutely fantastic!
451,25,Male,Boots,Footwear,21,Connecticut,L,Beige,Summer,2.7,Yes,Venmo,Store Pickup,Yes,Yes,19,Credit Card,Monthly,This item 450 is absolutely fantastic!
452,66,Male,Jewelry,Accessories,31,Virginia,M,Pink,Summer,4.3,Yes,Cash,Express,Yes,Yes,26,Credit Card,Fortnightly,This is a great item 451!
453,45,Male,Pants,Clothing,45,Missouri,M,Violet,Summer,3.3,Yes,Debit Card,Express,Yes,Yes,39,PayPal,Fortnightly,This item 452 is okay.
454,54,Male,Jewelry,Accessories,56,Nebraska,XL,Peach,Winter,2.8,Yes,Cash,Next Day Air,Yes,Yes,22,Credit Card,Weekly,This item 453 is okay.
455,37,Male,Jacket,Outerwear,97,New Jersey,S,Gold,Summer,3.2,Yes,Debit Card,Next Day Air,Yes,Yes,14,Cash,Bi-Weekly,This item 454 is not good.
456,54,Male,Blouse,Clothing,100,Utah,XL,Gold,Fall,3.6,Yes,Credit Card,Store Pickup,Yes,Yes,50,Debit Card,Fortnightly,This item 455 is not good.
457,50,Male,Blouse,Clothing,96,North Carolina,S,Indigo,Fall,4.0,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,33,Credit Card,Quarterly,This is a great item 456!
458,25,Male,Gloves,Accessories,99,Rhode Island,M,Blue,Spring,4.9,Yes,Credit Card,Next Day Air,Yes,Yes,48,Debit Card,Every 3 Months,This item 457 is terrible.
459,47,Male,Shorts,Clothing,91,Arkansas,L,Black,Winter,4.0,Yes,Debit Card,2-Day Shipping,Yes,Yes,48,PayPal,Monthly,This item 458 is terrible.
460,63,Male,Hat,Accessories,30,Maryland,L,Black,Winter,3.8,Yes,Debit Card,Standard,Yes,Yes,27,PayPal,Fortnightly,This item 459 is terrible.
461,64,Male,Shoes,Footwear,65,South Carolina,L,Teal,Summer,3.7,Yes,Venmo,Store Pickup,Yes,Yes,27,Bank Transfer,Weekly,This item 460 is absolutely fantastic!
462,18,Male,Boots,Footwear,93,Ohio,M,Yellow,Winter,3.9,Yes,Cash,Express,Yes,Yes,20,Venmo,Weekly,This item 461 is absolutely fantastic!
463,59,Male,Jacket,Outerwear,81,Illinois,M,White,Fall,3.3,Yes,Debit Card,Express,Yes,Yes,48,Venmo,Every 3 Months,This item 462 is okay.
464,37,Male,Jewelry,Accessories,81,Georgia,S,Orange,Summer,2.7,Yes,Venmo,Standard,Yes,Yes,29,Venmo,Weekly,This item 463 is okay.
465,23,Male,Sunglasses,Accessories,52,Alabama,M,Silver,Winter,4.7,Yes,PayPal,Next Day Air,Yes,Yes,45,PayPal,Monthly,This item 464 is not good.
466,54,Male,Skirt,Clothing,88,Oklahoma,M,Pink,Summer,2.8,Yes,Cash,Next Day Air,Yes,Yes,25,Cash,Quarterly,This item 465 is absolutely fantastic!
467,38,Male,Jeans,Clothing,24,Vermont,L,Turquoise,Winter,4.6,Yes,Credit Card,Free Shipping,Yes,Yes,25,PayPal,Weekly,This item 466 is okay.
468,19,Male,Backpack,Accessories,51,Nebraska,S,Orange,Spring,4.5,Yes,Credit Card,2-Day Shipping,Yes,Yes,37,Debit Card,Every 3 Months,This item 467 is not good.
469,34,Male,Backpack,Accessories,38,Georgia,S,Peach,Fall,5.0,Yes,Bank Transfer,Free Shipping,Yes,Yes,16,Cash,Quarterly,This item 468 is okay.
470,21,Male,Shorts,Clothing,46,Alabama,L,Pink,Fall,4.1,Yes,Debit Card,2-Day Shipping,Yes,Yes,30,Debit Card,Bi-Weekly,This is a great item 469!
471,50,Male,Dress,Clothing,63,Minnesota,L,Teal,Summer,4.6,Yes,Cash,Express,Yes,Yes,6,Cash,Every 3 Months,This item 470 is absolutely fantastic!
472,55,Male,Scarf,Accessories,72,Missouri,XL,White,Winter,4.9,Yes,Credit Card,2-Day Shipping,Yes,Yes,36,Bank Transfer,Quarterly,This item 471 is okay.
473,20,Male,Jeans,Clothing,39,Georgia,L,Gray,Winter,3.9,Yes,Cash,Free Shipping,Yes,Yes,3,Bank Transfer,Quarterly,This item 472 is absolutely fantastic!
474,34,Male,Coat,Outerwear,42,West Virginia,L,Olive,Spring,3.9,Yes,Venmo,Store Pickup,Yes,Yes,29,PayPal,Every 3 Months,This item 473 is not good.
475,62,Male,Sweater,Clothing,76,Arkansas,XL,Maroon,Summer,2.6,Yes,Debit Card,2-Day Shipping,Yes,Yes,15,Cash,Quarterly,This item 474 is okay.
476,21,Male,Sneakers,Footwear,66,Ohio,L,Magenta,Summer,2.7,Yes,Cash,Free Shipping,Yes,Yes,18,Debit Card,Annually,This item 475 is absolutely fantastic!
477,21,Male,Scarf,Accessories,90,Connecticut,M,Magenta,Spring,3.5,Yes,Venmo,Free Shipping,Yes,Yes,2,Debit Card,Fortnightly,This item 476 is not good.
478,42,Male,Sweater,Clothing,56,North Dakota,M,Green,Summer,3.7,Yes,Credit Card,Free Shipping,Yes,Yes,49,Debit Card,Weekly,This item 477 is terrible.
479,35,Male,Jewelry,Accessories,43,Kansas,XL,Turquoise,Winter,3.2,Yes,Debit Card,Free Shipping,Yes,Yes,48,Venmo,Annually,This item 478 is okay.
480,39,Male,Handbag,Accessories,84,Iowa,L,Yellow,Winter,3.3,Yes,Bank Transfer,Store Pickup,Yes,Yes,43,Venmo,Monthly,This item 479 is terrible.
481,68,Male,Hoodie,Clothing,88,Vermont,M,Gray,Summer,4.8,Yes,Credit Card,Standard,Yes,Yes,30,Debit Card,Bi-Weekly,This item 480 is okay.
482,46,Male,Hat,Accessories,88,Wisconsin,L,Peach,Fall,3.2,Yes,PayPal,2-Day Shipping,Yes,Yes,10,PayPal,Fortnightly,This item 481 is absolutely fantastic!
483,41,Male,Belt,Accessories,42,Connecticut,M,Yellow,Winter,2.5,Yes,PayPal,2-Day Shipping,Yes,Yes,11,Venmo,Annually,This is a great item 482!
484,23,Male,Hoodie,Clothing,73,Oklahoma,M,White,Fall,3.9,Yes,Venmo,Store Pickup,Yes,Yes,12,Debit Card,Weekly,This item 483 is absolutely fantastic!
485,68,Male,Hat,Accessories,73,Missouri,L,Lavender,Summer,4.7,Yes,Credit Card,Free Shipping,Yes,Yes,28,Bank Transfer,Quarterly,This item 484 is okay.
486,48,Male,Shoes,Footwear,44,Tennessee,S,Blue,Spring,2.6,Yes,Debit Card,Next Day Air,Yes,Yes,36,Debit Card,Fortnightly,This is a great item 485!
487,38,Male,Sandals,Footwear,63,New Mexico,M,Charcoal,Fall,2.8,Yes,Debit Card,Store Pickup,Yes,Yes,37,Venmo,Every 3 Months,This item 486 is absolutely fantastic!
488,41,Male,Jacket,Outerwear,68,Iowa,L,Red,Winter,4.4,Yes,Credit Card,Store Pickup,Yes,Yes,22,Credit Card,Quarterly,This item 487 is absolutely fantastic!
489,58,Male,Sweater,Clothing,29,Maine,L,Olive,Spring,4.6,Yes,Venmo,Standard,Yes,Yes,32,Venmo,Weekly,This item 488 is not good.
490,49,Male,Socks,Clothing,85,South Dakota,M,Green,Summer,3.2,Yes,Venmo,Standard,Yes,Yes,40,PayPal,Annually,This is a great item 489!
491,57,Male,Sneakers,Footwear,42,Colorado,M,Silver,Winter,4.2,Yes,PayPal,2-Day Shipping,Yes,Yes,47,Cash,Monthly,This item 490 is terrible.
492,49,Male,Coat,Outerwear,69,Vermont,M,Silver,Summer,3.7,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,24,Credit Card,Bi-Weekly,This item 491 is absolutely fantastic!
493,50,Male,Shirt,Clothing,62,Michigan,M,Black,Fall,3.9,Yes,PayPal,Standard,Yes,Yes,11,Debit Card,Weekly,This item 492 is absolutely fantastic!
494,28,Male,Backpack,Accessories,48,Nevada,XL,Red,Summer,4.7,Yes,Debit Card,Store Pickup,Yes,Yes,19,Cash,Bi-Weekly,This item 493 is okay.
495,38,Male,Boots,Footwear,68,Indiana,M,Indigo,Winter,4.5,Yes,PayPal,Express,Yes,Yes,42,Debit Card,Weekly,This item 494 is okay.
496,33,Male,Handbag,Accessories,36,Michigan,XL,Cyan,Fall,3.3,Yes,Credit Card,Free Shipping,Yes,Yes,6,Debit Card,Fortnightly,This item 495 is okay.
497,30,Male,Dress,Clothing,63,California,S,Maroon,Fall,3.3,Yes,Venmo,Express,Yes,Yes,31,Venmo,Fortnightly,This item 496 is not good.
498,43,Male,Sneakers,Footwear,39,Oklahoma,S,Silver,Winter,4.6,Yes,Bank Transfer,Free Shipping,Yes,Yes,31,Cash,Weekly,This item 497 is okay.
499,43,Male,Boots,Footwear,78,Iowa,M,Lavender,Spring,3.6,Yes,PayPal,Free Shipping,Yes,Yes,27,Bank Transfer,Monthly,This item 498 is okay.
500,36,Male,Shoes,Footwear,99,Rhode Island,L,Silver,Winter,4.8,Yes,Credit Card,Express,Yes,Yes,24,PayPal,Monthly,This item 499 is not good.
501,36,Male,T-shirt,Clothing,31,Washington,L,Purple,Fall,4.8,Yes,Bank Transfer,Next Day Air,Yes,Yes,35,Venmo,Every 3 Months,This item 500 is okay.
502,64,Male,Boots,Footwear,45,Florida,M,Cyan,Spring,2.9,Yes,Debit Card,Next Day Air,Yes,Yes,21,Venmo,Annually,This item 501 is absolutely fantastic!
503,59,Male,Pants,Clothing,30,South Carolina,S,Cyan,Fall,2.8,Yes,Cash,Express,Yes,Yes,8,PayPal,Fortnightly,This item 502 is not good.
504,55,Male,Shoes,Footwear,24,West Virginia,M,Lavender,Summer,3.2,Yes,Credit Card,Next Day Air,Yes,Yes,26,Bank Transfer,Quarterly,This item 503 is okay.
505,42,Male,Shoes,Footwear,22,Missouri,M,Maroon,Winter,3.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,26,PayPal,Annually,This item 504 is okay.
506,61,Male,T-shirt,Clothing,63,Maine,L,Gray,Spring,4.3,Yes,Credit Card,Express,Yes,Yes,9,Cash,Bi-Weekly,This item 505 is absolutely fantastic!
507,28,Male,Scarf,Accessories,40,Georgia,M,Olive,Fall,2.7,Yes,Cash,2-Day Shipping,Yes,Yes,48,Debit Card,Annually,This item 506 is okay.
508,65,Male,Shorts,Clothing,20,Maine,M,Magenta,Spring,5.0,Yes,Bank Transfer,Store Pickup,Yes,Yes,33,Debit Card,Fortnightly,This item 507 is okay.
509,27,Male,Jewelry,Accessories,20,Illinois,S,Yellow,Winter,3.7,Yes,Cash,Store Pickup,Yes,Yes,31,PayPal,Quarterly,This item 508 is absolutely fantastic!
510,41,Male,T-shirt,Clothing,80,Delaware,L,Cyan,Summer,3.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,17,Debit Card,Weekly,This is a great item 509!
511,21,Male,Shirt,Clothing,87,West Virginia,M,Teal,Fall,3.9,Yes,Credit Card,2-Day Shipping,Yes,Yes,22,Venmo,Annually,This item 510 is not good.
512,61,Male,Shirt,Clothing,46,Hawaii,L,Yellow,Fall,3.1,Yes,Debit Card,Free Shipping,Yes,Yes,8,PayPal,Annually,This item 511 is terrible.
513,19,Male,Gloves,Accessories,49,New York,L,Peach,Winter,3.3,Yes,Credit Card,Next Day Air,Yes,Yes,2,Bank Transfer,Monthly,This item 512 is absolutely fantastic!
514,22,Male,Scarf,Accessories,65,New Mexico,M,Peach,Fall,3.6,Yes,PayPal,Store Pickup,Yes,Yes,45,Venmo,Annually,This item 513 is okay.
515,64,Male,Skirt,Clothing,62,Indiana,S,Olive,Winter,4.3,Yes,Debit Card,Standard,Yes,Yes,47,PayPal,Quarterly,This item 514 is not good.
516,28,Male,Hat,Accessories,67,Kentucky,L,Charcoal,Spring,4.5,Yes,Credit Card,Next Day Air,Yes,Yes,7,Cash,Monthly,This item 515 is okay.
517,34,Male,Hoodie,Clothing,41,West Virginia,L,Indigo,Fall,2.8,Yes,Cash,2-Day Shipping,Yes,Yes,19,Debit Card,Bi-Weekly,This item 516 is not good.
518,61,Male,Boots,Footwear,49,North Dakota,L,Silver,Fall,2.7,Yes,Debit Card,Free Shipping,Yes,Yes,44,Cash,Every 3 Months,This item 517 is okay.
519,24,Male,Blouse,Clothing,100,Oregon,M,Beige,Fall,2.9,Yes,PayPal,Next Day Air,Yes,Yes,16,Venmo,Every 3 Months,This item 518 is not good.
520,19,Male,Belt,Accessories,54,Minnesota,L,Blue,Summer,4.4,Yes,Cash,2-Day Shipping,Yes,Yes,17,Bank Transfer,Quarterly,This item 519 is terrible.
521,51,Male,Sunglasses,Accessories,84,South Carolina,M,White,Spring,3.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,20,Debit Card,Quarterly,This item 520 is not good.
522,36,Male,Shorts,Clothing,41,Vermont,L,Gold,Winter,3.5,Yes,Credit Card,Standard,Yes,Yes,50,Bank Transfer,Annually,This item 521 is okay.
523,65,Male,Gloves,Accessories,88,Minnesota,M,Blue,Spring,2.5,Yes,PayPal,Store Pickup,Yes,Yes,37,Cash,Quarterly,This item 522 is not good.
524,46,Male,Sandals,Footwear,40,Delaware,M,Orange,Spring,4.9,Yes,Cash,Express,Yes,Yes,5,PayPal,Quarterly,This is a great item 523!
525,59,Male,Shirt,Clothing,39,Pennsylvania,M,Gold,Summer,4.8,Yes,Venmo,Free Shipping,Yes,Yes,44,PayPal,Annually,This item 524 is absolutely fantastic!
526,51,Male,Coat,Outerwear,37,Iowa,M,Cyan,Spring,3.2,Yes,Credit Card,Next Day Air,Yes,Yes,41,Debit Card,Monthly,This item 525 is okay.
527,51,Male,Pants,Clothing,52,New Jersey,S,Red,Winter,4.9,Yes,Cash,Standard,Yes,Yes,19,Cash,Monthly,This item 526 is okay.
528,21,Male,T-shirt,Clothing,23,South Carolina,L,Yellow,Winter,4.3,Yes,Bank Transfer,Next Day Air,Yes,Yes,47,Bank Transfer,Every 3 Months,This is a great item 527!
529,34,Male,Sneakers,Footwear,88,Maryland,S,Beige,Winter,3.2,Yes,Venmo,Express,Yes,Yes,40,Cash,Annually,This item 528 is absolutely fantastic!
530,32,Male,Shorts,Clothing,84,California,M,Orange,Fall,3.7,Yes,Cash,Standard,Yes,Yes,6,Credit Card,Monthly,This item 529 is terrible.
531,48,Male,Coat,Outerwear,37,Montana,XL,Magenta,Winter,3.2,Yes,Venmo,Store Pickup,Yes,Yes,25,Credit Card,Bi-Weekly,This is a great item 530!
532,50,Male,Sandals,Footwear,51,Vermont,L,Purple,Fall,3.4,Yes,Bank Transfer,Next Day Air,Yes,Yes,42,Cash,Weekly,This is a great item 531!
533,26,Male,Pants,Clothing,76,Texas,L,Black,Winter,4.1,Yes,Bank Transfer,Express,Yes,Yes,35,Bank Transfer,Every 3 Months,This item 532 is okay.
534,57,Male,Sandals,Footwear,60,North Carolina,L,Pink,Spring,4.5,Yes,PayPal,Next Day Air,Yes,Yes,17,Debit Card,Weekly,This item 533 is not good.
535,65,Male,Gloves,Accessories,72,Florida,L,Pink,Fall,4.5,Yes,Bank Transfer,Next Day Air,Yes,Yes,4,PayPal,Quarterly,This item 534 is terrible.
536,56,Male,T-shirt,Clothing,45,West Virginia,L,Maroon,Spring,3.2,Yes,Credit Card,Free Shipping,Yes,Yes,24,Bank Transfer,Weekly,This item 535 is okay.
537,44,Male,Jacket,Outerwear,84,Illinois,S,Maroon,Fall,4.4,Yes,Debit Card,Store Pickup,Yes,Yes,16,Debit Card,Every 3 Months,This item 536 is not good.
538,50,Male,Blouse,Clothing,49,Virginia,S,Turquoise,Summer,3.0,Yes,Credit Card,Store Pickup,Yes,Yes,14,Debit Card,Annually,This item 537 is terrible.
539,27,Male,Socks,Clothing,22,Virginia,XL,Green,Spring,3.2,Yes,PayPal,Free Shipping,Yes,Yes,43,Cash,Weekly,This item 538 is terrible.
540,49,Male,Coat,Outerwear,48,Wyoming,M,Violet,Winter,4.0,Yes,Cash,Store Pickup,Yes,Yes,49,Debit Card,Weekly,This item 539 is terrible.
541,49,Male,Dress,Clothing,37,South Carolina,M,Lavender,Spring,3.1,Yes,Venmo,Next Day Air,Yes,Yes,33,Cash,Every 3 Months,This item 540 is okay.
542,52,Male,Jacket,Outerwear,27,Connecticut,L,Gray,Fall,2.8,Yes,Bank Transfer,Next Day Air,Yes,Yes,45,Cash,Bi-Weekly,This is a great item 541!
543,27,Male,Boots,Footwear,79,Illinois,XL,Teal,Spring,4.6,Yes,Venmo,Next Day Air,Yes,Yes,35,Cash,Bi-Weekly,This item 542 is okay.
544,53,Male,Skirt,Clothing,98,Alabama,S,Red,Spring,4.3,Yes,Debit Card,Express,Yes,Yes,11,Credit Card,Monthly,This item 543 is not good.
545,34,Male,Sandals,Footwear,64,Washington,S,Yellow,Summer,3.3,Yes,Cash,Standard,Yes,Yes,30,Bank Transfer,Every 3 Months,This is a great item 544!
546,33,Male,Coat,Outerwear,32,Alabama,L,Magenta,Summer,3.5,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,48,Debit Card,Annually,This item 545 is absolutely fantastic!
547,62,Male,Hoodie,Clothing,74,New Mexico,M,Brown,Winter,3.4,Yes,Cash,Free Shipping,Yes,Yes,45,Venmo,Bi-Weekly,This item 546 is not good.
548,38,Male,Jacket,Outerwear,50,Nevada,M,Blue,Winter,2.8,Yes,Debit Card,Free Shipping,Yes,Yes,26,Venmo,Weekly,This item 547 is absolutely fantastic!
549,36,Male,Backpack,Accessories,64,Nebraska,M,Black,Winter,4.6,Yes,PayPal,Store Pickup,Yes,Yes,41,Debit Card,Every 3 Months,This is a great item 548!
550,31,Male,Backpack,Accessories,29,Arizona,S,Olive,Fall,3.6,Yes,Cash,Express,Yes,Yes,37,Venmo,Bi-Weekly,This item 549 is not good.
551,62,Male,Belt,Accessories,62,Georgia,M,Olive,Summer,3.3,Yes,Cash,Store Pickup,Yes,Yes,12,PayPal,Weekly,This item 550 is not good.
552,29,Male,Coat,Outerwear,78,Idaho,XL,Green,Fall,3.1,Yes,Venmo,2-Day Shipping,Yes,Yes,27,Cash,Bi-Weekly,This is a great item 551!
553,24,Male,T-shirt,Clothing,94,Missouri,M,Peach,Fall,3.5,Yes,Bank Transfer,Express,Yes,Yes,18,Bank Transfer,Weekly,This item 552 is not good.
554,63,Male,Sunglasses,Accessories,59,Florida,M,White,Winter,3.2,Yes,Venmo,Express,Yes,Yes,15,Credit Card,Quarterly,This item 553 is not good.
555,56,Male,Sneakers,Footwear,47,Minnesota,M,Red,Summer,3.0,Yes,PayPal,Express,Yes,Yes,34,Bank Transfer,Weekly,This item 554 is not good.
556,63,Male,Gloves,Accessories,57,Maine,M,White,Fall,4.8,Yes,Bank Transfer,Express,Yes,Yes,37,Venmo,Annually,This item 555 is terrible.
557,40,Male,Coat,Outerwear,90,Montana,L,Indigo,Winter,5.0,Yes,Credit Card,Store Pickup,Yes,Yes,21,Cash,Fortnightly,This item 556 is not good.
558,18,Male,Shirt,Clothing,60,Alaska,M,White,Spring,2.9,Yes,PayPal,Free Shipping,Yes,Yes,31,Debit Card,Weekly,This item 557 is okay.
559,50,Male,Sneakers,Footwear,77,Iowa,L,Teal,Fall,3.2,Yes,Venmo,Express,Yes,Yes,43,Debit Card,Every 3 Months,This item 558 is not good.
560,66,Male,Scarf,Accessories,41,Arizona,M,Indigo,Fall,2.9,Yes,Bank Transfer,Store Pickup,Yes,Yes,22,Bank Transfer,Monthly,This is a great item 559!
561,25,Male,Jewelry,Accessories,48,Louisiana,L,Red,Fall,3.3,Yes,PayPal,Free Shipping,Yes,Yes,12,Debit Card,Annually,This item 560 is okay.
